name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
AFz	95.694	4.450	72.165	119.937	2.662	36.991	-2.662	0.294	13	1
FT7	24.234	91.559	34.727	100.878	75.175	20.136	-75.175	0.388	23	8
FC3	41.039	68.768	96.050	125.055	59.172	50.180	-59.172	0.221	21	2
FC4	38.842	-55.041	99.243	119.948	-54.789	55.831	54.789	0.190	24	1
FT8	23.986	-79.812	38.713	91.891	-73.273	24.916	73.273	0.362	27	1
FCz	42.740	6.455	124.627	131.910	8.588	70.872	-8.588	0.106	9	2
C5	2.376	93.248	71.915	117.782	88.540	37.631	-88.540	0.291	15	4
C1	13.913	45.721	128.842	137.420	73.074	69.649	-73.074	0.113	26	7
C2	11.447	-28.237	131.174	134.666	-67.933	76.923	67.933	0.073	24	4
C6	1.641	-78.776	77.288	110.371	-88.807	44.448	88.807	0.253	27	5
TP7	-35.869	92.837	49.490	111.151	111.125	26.439	-111.125	0.353	47	18
CP3	-23.764	73.379	113.462	137.196	107.945	55.792	-107.945	0.190	21	3
CPz	-22.995	7.670	141.646	143.705	161.554	80.289	-161.554	0.054	3	0
CP4	-27.066	-53.005	117.707	131.898	-117.050	63.178	117.050	0.149	44	6
TP8	-36.371	-77.919	53.482	101.265	-115.022	31.880	115.022	0.323	50	17
P5	-59.091	77.450	84.176	128.747	127.342	40.829	-127.342	0.273	16	3
P1	-54.450	38.677	127.175	143.646	144.613	62.293	-144.613	0.154	26	2
P2	-56.757	-21.665	127.170	140.935	-159.107	64.465	159.107	0.142	28	1
P6	-59.994	-61.401	85.044	120.838	-134.336	44.732	134.336	0.251	35	5
PO7	-82.065	63.889	64.149	122.194	142.099	31.666	-142.099	0.324	48	13
PO3	-81.128	44.705	99.212	135.732	151.144	46.965	-151.144	0.239	11	2
POz	-85.349	6.543	105.931	136.193	175.616	51.059	-175.616	0.216	28	5
PO4	-79.591	-30.413	98.800	130.465	-159.087	49.226	159.087	0.227	46	0
PO8	-83.655	-47.811	64.528	115.965	-150.251	33.810	150.251	0.312	40	8
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	25	25
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	36	15
LPA	0.000	92.821	0.000	92.821	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-82.365	0.000	82.365	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	99.849	-0.000	0.000	99.849	-0.000	0.000	0.000	0.500	n/a	n/a
