name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
FC4	49.469	-67.342	119.016	145.420	-53.699	54.928	53.699	0.195	0	0
FT8	29.618	-86.103	57.443	107.660	-71.018	32.246	71.018	0.321	0	0
FCz	60.006	-0.735	146.994	158.772	-0.702	67.792	0.702	0.123	1	1
C5	3.980	84.486	102.393	132.808	87.303	50.442	-87.303	0.220	0	0
C1	21.445	37.371	156.195	162.029	60.151	74.578	-60.151	0.086	0	0
C2	25.982	-39.411	156.583	163.543	-56.604	73.224	56.604	0.093	2	1
C6	5.445	-89.529	95.313	130.881	-86.520	46.739	86.520	0.240	3	3
TP7	-38.411	85.979	79.510	123.246	114.073	40.176	-114.073	0.277	3	3
CP3	-22.502	63.632	142.389	157.576	109.475	64.639	-109.475	0.141	2	2
CPz	-15.360	-1.840	172.563	173.255	-173.169	84.877	173.169	0.028	0	2
CP4	-17.165	-69.407	141.659	158.680	-103.891	63.219	103.891	0.149	0	0
TP8	-31.972	-89.695	75.212	121.344	-109.619	38.303	109.619	0.287	0	0
P5	-62.752	66.944	114.887	147.031	133.149	51.387	-133.149	0.215	13	9
P1	-52.542	29.458	158.659	169.709	150.723	69.210	-150.723	0.115	1	2
P2	-51.919	-34.906	159.588	171.413	-146.087	68.594	146.087	0.119	4	4
P6	-56.923	-73.364	116.107	148.672	-127.808	51.349	127.808	0.215	0	1
PO7	-90.601	53.882	95.228	142.057	149.259	42.094	-149.259	0.266	2	2
PO3	-89.955	32.062	129.325	160.763	160.383	53.557	-160.383	0.202	2	1
POz	-86.503	-3.781	139.263	163.986	-177.497	58.129	177.497	0.177	31	27
PO4	-84.994	-41.555	129.063	160.026	-153.945	53.757	153.945	0.201	6	8
PO8	-85.612	-63.111	94.103	142.013	-143.603	41.501	143.603	0.269	12	7
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	34	28
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	28	24
LPA	0.000	78.234	0.000	78.234	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-79.620	0.000	79.620	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	98.684	-0.000	0.000	98.684	-0.000	0.000	0.000	0.500	n/a	n/a
