name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
P1	-79.456	27.725	114.392	142.012	160.765	53.659	-160.765	0.202	17	1
P2	-78.926	-34.762	114.711	143.515	-156.230	53.063	156.230	0.205	14	1
P6	-73.789	-73.650	72.129	126.774	-135.054	34.678	135.054	0.307	2	0
PO7	-98.066	51.964	42.455	118.826	152.082	20.934	-152.082	0.384	19	2
PO3	-102.187	34.520	78.323	133.298	161.334	35.986	-161.334	0.300	17	3
POz	-106.383	-5.824	86.823	137.440	-176.866	39.177	176.866	0.282	19	2
PO4	-100.276	-39.650	83.060	136.111	-158.426	37.606	158.426	0.291	17	1
PO8	-97.914	-56.521	42.162	120.663	-150.004	20.452	150.004	0.386	22	2
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1	0
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	23	11
LPA	0.000	88.114	0.000	88.114	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-90.812	0.000	90.812	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	104.052	-0.000	0.000	104.052	-0.000	0.000	0.000	0.500	n/a	n/a
